,Time,Parts,Joint,Label,X,Y,Z
0,0,Left Hand,Mid Shoulder,-,0.03322867196538931,0.07390109128573383,0.4784587025642393
1,0,Left Hand,Left Shoulder,1,0.1503899235699464,0.07229859060862504,0.3765797019004822
2,0,Left Hand,Left Elbow,3,0.2210267771456528,0.02483123964884723,0.10748738050460815
3,0,Left Hand,Left Wrist,5,0.27340802442768103,-0.04049068265339877,-0.13091766834259033
4,0,Right Hand,Mid Shoulder,-,0.03322867196538931,0.07390109128573383,0.4784587025642393
5,0,Right Hand,Right Shoulder,2,-0.10256981957218159,0.06815702147105183,0.42815107107162476
6,0,Right Hand,Right Elbow,4,-0.22524160254261,0.02201408571818313,0.1847051978111265
7,0,Right Hand,Right Wrist,6,-0.128685594680519,-0.11600535684010536,0.348158061504364
8,0,Left Leg,Mid Hip,-,0.0,0.0,0.0
9,0,Left Leg,Left Hip,7,0.12929859649875652,-0.0026734875955298706,-0.008770465850830078
10,0,Left Leg,Left Knee,9,0.09147480022647861,-0.20101314359089878,-0.40156173706054693
11,0,Left Leg,Left Ankle,11,0.07356057953575142,-0.30345734529873875,-0.8418303728103638
12,0,Right Leg,Mid Hip,-,0.0,0.0,0.0
13,0,Right Leg,Right Hip,8,-0.1292927871968459,0.0026821061528607294,0.00871509313583374
14,0,Right Leg,Right Knee,10,-0.09343730020782459,0.01176745123484573,-0.4269593954086304
15,0,Right Leg,Right Ankle,12,-0.08699253309032429,0.16086450643160782,-0.8489541411399842
16,0,Body,Mid Hip,14,0.0,0.0,0.0
17,0,Body,Waist,-,-0.016172466012449087,0.045329634614972726,0.2287798523902893
18,0,Body,Mid Shoulder,13,0.03322867196538931,0.07390109128573383,0.4784587025642393
19,0,Body,Head,-,0.04826477434971811,0.01691791839220963,0.5811459422111511
20,0,Body,Nose,0,0.05317310136297231,0.07880762643435443,0.6704673171043396
21,1,Left Hand,Mid Shoulder,-,0.032363650341721874,0.07610893165838203,0.4781309962272644
22,1,Left Hand,Left Shoulder,1,0.14985458268711227,0.07543647205602604,0.37648183107376076
23,1,Left Hand,Left Elbow,3,0.22027066065857068,0.02888052081834753,0.10731571912765503
24,1,Left Hand,Left Wrist,5,0.274119910736772,-0.03599968636262927,-0.1311916708946228
25,1,Right Hand,Mid Shoulder,-,0.032363650341721874,0.07610893165838203,0.4781309962272644
26,1,Right Hand,Right Shoulder,2,-0.10410385117938853,0.06905934130918463,0.42748886346817017
27,1,Right Hand,Right Elbow,4,-0.22631937549522263,0.02011890625726663,0.18379777669906616
28,1,Right Hand,Right Wrist,6,-0.13080629990508894,-0.11677441084611927,0.34816402196884155
29,1,Left Leg,Mid Hip,-,0.0,0.0,0.0
30,1,Left Leg,Left Hip,7,0.12967860414573806,-0.0019325566463520712,-0.008453667163848877
31,1,Left Leg,Left Knee,9,0.09089818312713757,-0.19950383985269576,-0.40173208713531494
32,1,Left Leg,Left Ankle,11,0.06763992919513838,-0.3001882144235424,-0.8426466584205629
33,1,Right Leg,Mid Hip,-,0.0,0.0,0.0
34,1,Right Leg,Right Hip,8,-0.12967346892764903,0.0019410626046010289,0.008398711681366078
35,1,Right Leg,Right Knee,10,-0.09352127001693583,0.015473543760890529,-0.4274524450302124
36,1,Right Leg,Right Ankle,12,-0.08829830871036393,0.17594447648298223,-0.8452597856521608
37,1,Body,Mid Hip,14,0.0,0.0,0.0
38,1,Body,Waist,-,-0.017416189471987226,0.04605579292547183,0.2287420630455017
39,1,Body,Mid Shoulder,13,0.032363650341721874,0.07610893165838203,0.4781309962272644
40,1,Body,Head,-,0.04848782061526427,0.01890799319517093,0.5803250670433044
41,1,Body,Nose,0,0.05358897237965717,0.08116266047727543,0.6694653630256653
42,2,Left Hand,Mid Shoulder,-,0.03204974315349314,0.07707963576467584,0.4779164791107178
43,2,Left Hand,Left Shoulder,1,0.14984193227473944,0.07766087045820304,0.37605369091033936
44,2,Left Hand,Left Elbow,3,0.21943253061954235,0.03145426949413374,0.10683310031890869
45,2,Left Hand,Left Wrist,5,0.2748605885285542,-0.03329426357595366,-0.13203591108322144
46,2,Right Hand,Mid Shoulder,-,0.03204974315349314,0.07707963576467584,0.4779164791107178
47,2,Right Hand,Right Shoulder,2,-0.10529926636036176,0.06881908764989925,0.4280441999435425
48,2,Right Hand,Right Elbow,4,-0.22925538041408797,0.020777222420292642,0.1840252876281736
49,2,Right Hand,Right Wrist,6,-0.13289521851356767,-0.11536379465906066,0.3467779159545896
50,2,Left Leg,Mid Hip,-,0.0,0.0,0.0
51,2,Left Leg,Left Hip,7,0.13024353764240004,-0.000818449352664156,-0.008465766906738281
52,2,Left Leg,Left Knee,9,0.09147256395999644,-0.19689201125947875,-0.4016188979148865
53,2,Left Leg,Left Ankle,11,0.06344464204494214,-0.29498373279420775,-0.843534529209137
54,2,Right Leg,Mid Hip,-,0.0,0.0,0.0
55,2,Right Leg,Right Hip,8,-0.13023850538547777,0.000827138032036544,0.008410871028900146
56,2,Right Leg,Right Knee,10,-0.09402239539440416,0.018844944144802846,-0.4271659255027771
57,2,Right Leg,Right Ankle,12,-0.09129820980842847,0.19070310583265374,-0.8408722281455994
58,2,Body,Mid Hip,14,0.0,0.0,0.0
59,2,Body,Waist,-,-0.018215569041330964,0.04586839368494104,0.22905504703521729
60,2,Body,Mid Shoulder,13,0.03204974315349314,0.07707963576467584,0.4779164791107178
61,2,Body,Head,-,0.04933504916016314,0.020152580644207743,0.5797405242919922
62,2,Body,Nose,0,0.05413063398782464,0.08282257309110715,0.6687806844711306
63,3,Left Hand,Mid Shoulder,-,0.030716114264123445,0.07958699487426193,0.4773709774017334
64,3,Left Hand,Left Shoulder,1,0.14899059995650524,0.08065695785262503,0.3754361867904663
65,3,Left Hand,Left Elbow,3,0.21746516093253374,0.03356399111726203,0.10616254806518555
66,3,Left Hand,Left Wrist,5,0.27535602315901997,-0.03062990583202917,-0.13306236267089844
67,3,Right Hand,Mid Shoulder,-,0.030716114264123445,0.07958699487426193,0.4773709774017334
68,3,Right Hand,Right Shoulder,2,-0.10675558582306616,0.07003609560706534,0.42735016345977783
69,3,Right Hand,Right Elbow,4,-0.22777784005165805,0.01993123911597643,0.18177032470703125
70,3,Right Hand,Right Wrist,6,-0.13860073820114846,-0.10767074204704837,0.3455541133880615
71,3,Left Leg,Mid Hip,-,0.0,0.0,0.0
72,3,Left Leg,Left Hip,7,0.13061269983290905,1.2201297067804262e-05,-0.008340060710906982
73,3,Left Leg,Left Knee,9,0.08963613077639815,-0.19625495649597718,-0.40186676383018494
74,3,Left Leg,Left Ankle,11,0.055859653797142444,-0.2922394154193171,-0.8445224165916444
75,3,Right Leg,Mid Hip,-,0.0,0.0,0.0
76,3,Right Leg,Right Hip,8,-0.13060712948799846,-3.7019672163296508e-06,0.008285105228424183
77,3,Right Leg,Right Knee,10,-0.09400539234638926,0.02235980056502733,-0.42688742280006414
78,3,Right Leg,Right Ankle,12,-0.09368822113037815,0.20628519080855762,-0.836023509502411
79,3,Body,Mid Hip,14,0.0,0.0,0.0
80,3,Body,Waist,-,-0.018912204954631258,0.04654533885695853,0.22889494895935059
81,3,Body,Mid Shoulder,13,0.030716114264123445,0.07958699487426193,0.4773709774017334
82,3,Body,Head,-,0.04997160151242495,0.02304513477065483,0.5790101289749146
83,3,Body,Nose,0,0.05392758786319964,0.08649213336684623,0.6678475141525269
84,4,Left Hand,Mid Shoulder,-,0.029002934769323467,0.08169207799255666,0.4770826101303103
85,4,Left Hand,Left Shoulder,1,0.14722354531340898,0.08329627740204157,0.374584436416626
86,4,Left Hand,Left Elbow,3,0.21351714253478346,0.037691243765948367,0.10472726821899414
87,4,Left Hand,Left Wrist,5,0.27589304566436107,-0.02436967861831353,-0.133531391620636
88,4,Right Hand,Mid Shoulder,-,0.029002934769323467,0.08169207799255666,0.4770826101303103
89,4,Right Hand,Right Shoulder,2,-0.10856037020630534,0.07121581661522207,0.42763400077819824
90,4,Right Hand,Right Elbow,4,-0.22764861762470892,0.018511109827159068,0.18195486068725586
91,4,Right Hand,Right Wrist,6,-0.13537495016998943,-0.10482095849692993,0.3509153127670288
92,4,Left Leg,Mid Hip,-,0.0,0.0,0.0
93,4,Left Leg,Left Hip,7,0.13090608835273088,0.0005836271029692694,-0.008192718029022217
94,4,Left Leg,Left Knee,9,0.08692590713553727,-0.19512393248260193,-0.4022530317306519
95,4,Left Leg,Left Ankle,11,0.04744505703501997,-0.28642310869872745,-0.8441413640975953
96,4,Right Leg,Mid Hip,-,0.0,0.0,0.0
97,4,Right Leg,Right Hip,8,-0.13089999735302624,-0.0005759775358455306,0.008137762546539418
98,4,Right Leg,Right Knee,10,-0.09539833843655283,0.02635449993431387,-0.427271842956543
99,4,Right Leg,Right Ankle,12,-0.09778331398911173,0.22027812230408017,-0.8316201567649842
100,4,Body,Mid Hip,14,0.0,0.0,0.0
101,4,Body,Waist,-,-0.02031978398508723,0.04722199666321097,0.22855138778686523
102,4,Body,Mid Shoulder,13,0.029002934769323467,0.08169207799255666,0.4770826101303103
103,4,Body,Head,-,0.05056344911508857,0.025911488412020768,0.5777424573898315
104,4,Body,Nose,0,0.05392926752620037,0.08908967006027517,0.667128324508667
105,5,Left Hand,Mid Shoulder,-,0.027150702505878144,0.08533512052053989,0.4763619899749756
106,5,Left Hand,Left Shoulder,1,0.14514647874193534,0.087001219353624,0.37394046783447266
107,5,Left Hand,Left Elbow,3,0.21134444031076774,0.04419611390585479,0.10448837280273438
108,5,Left Hand,Left Wrist,5,0.27757142934160584,-0.01605632905011581,-0.13224756717681885
109,5,Right Hand,Mid Shoulder,-,0.027150702505878144,0.08533512052053989,0.4763619899749756
110,5,Right Hand,Right Shoulder,2,-0.11049477306050896,0.07410641010756079,0.42691469192504883
111,5,Right Hand,Right Elbow,4,-0.23004315343541745,0.02017948027605589,0.18234801292419434
112,5,Right Hand,Right Wrist,6,-0.12867529240293146,-0.1045823246622603,0.34990215301513694
113,5,Left Leg,Mid Hip,-,0.0,0.0,0.0
114,5,Left Leg,Left Hip,7,0.13096747252302515,0.0007269223769980908,-0.007474422454833984
115,5,Left Leg,Left Knee,9,0.08518892976599084,-0.19090618196969442,-0.4018457233905792
116,5,Left Leg,Left Ankle,11,0.03989766988115654,-0.276746943631224,-0.8434140086174011
117,5,Right Leg,Mid Hip,-,0.0,0.0,0.0
118,5,Right Leg,Right Hip,8,-0.13096133914632446,-0.0007197466129582092,0.00742018222808849
119,5,Right Leg,Right Knee,10,-0.09699607935590386,0.03161074217314299,-0.42856344580650335
120,5,Right Leg,Right Ankle,12,-0.10098440495175956,0.2375719993924576,-0.8268982172012329
121,5,Body,Mid Hip,14,0.0,0.0,0.0
122,5,Body,Waist,-,-0.02171350565595276,0.04830189045424049,0.22794842720031716
123,5,Body,Mid Shoulder,13,0.027150702505878144,0.08533512052053989,0.4763619899749756
124,5,Body,Head,-,0.05059734809356084,0.02999477084631499,0.5774788856506348
125,5,Body,Nose,0,0.053762120037845244,0.09233324225897369,0.66666579246521
126,6,Left Hand,Mid Shoulder,-,0.024165364539385264,0.09091745103978605,0.4752834439277649
127,6,Left Hand,Left Shoulder,1,0.14207029957151457,0.09277911271237825,0.3725284934043884
128,6,Left Hand,Left Elbow,3,0.20813799518919038,0.05075774873876065,0.1032457947731018
129,6,Left Hand,Left Wrist,5,0.27710179108953525,-0.01096450005388755,-0.13122260570526123
130,6,Right Hand,Mid Shoulder,-,0.024165364539385264,0.09091745103978605,0.4752834439277649
131,6,Right Hand,Right Shoulder,2,-0.11318522077226584,0.07805038775586574,0.425841748714447
132,6,Right Hand,Right Elbow,4,-0.22965871673250143,0.02031345452451205,0.18193787336349487
133,6,Right Hand,Right Wrist,6,-0.12724571805620144,-0.09948025856829185,0.3525148034095764
134,6,Left Leg,Mid Hip,-,0.0,0.0,0.0
135,6,Left Leg,Left Hip,7,0.13087642807340666,0.0012452301689335505,-0.006685912609100342
136,6,Left Leg,Left Knee,9,0.08181937653398556,-0.18629862581110496,-0.4031427800655365
137,6,Left Leg,Left Ankle,11,0.031923926061153865,-0.26475312028742337,-0.846148669719696
138,6,Right Leg,Mid Hip,-,0.0,0.0,0.0
139,6,Right Leg,Right Hip,8,-0.13087000828409143,-0.0012382513723422494,0.0066315531730651855
140,6,Right Leg,Right Knee,10,-0.10003315042877144,0.035699439898962654,-0.42914628982543945
141,6,Right Leg,Right Ankle,12,-0.10779466610574673,0.25320254053258395,-0.8212664127349854
142,6,Body,Mid Hip,14,0.0,0.0,0.0
143,6,Body,Waist,-,-0.023135879451274335,0.05077840174817535,0.22753769159316994
144,6,Body,Mid Shoulder,13,0.024165364539385264,0.09091745103978605,0.4752834439277649
145,6,Body,Head,-,0.049667059069633965,0.03629754270696135,0.5763123631477356
146,6,Body,Nose,0,0.05185617375946087,0.09878621782445406,0.6651731133460999
147,7,Left Hand,Mid Shoulder,-,0.02241095343924821,0.09568939678138122,0.47462958097457886
148,7,Left Hand,Left Shoulder,1,0.1402928866664296,0.09805254213279112,0.3720257878303528
149,7,Left Hand,Left Elbow,3,0.20639121907152,0.05620615504449232,0.10254985094070435
150,7,Left Hand,Left Wrist,5,0.2780804969588644,-0.006026763992849682,-0.13149088621139526
151,7,Right Hand,Mid Shoulder,-,0.02241095343924821,0.09568939678138122,0.47462958097457886
152,7,Right Hand,Right Shoulder,2,-0.11500472945772339,0.08151800505584102,0.4253184199333191
153,7,Right Hand,Right Elbow,4,-0.23217740280233548,0.02172722987597802,0.18185871839523315
154,7,Right Hand,Right Wrist,6,-0.1282255016049021,-0.09507789142662658,0.35322147607803345
155,7,Left Leg,Mid Hip,-,0.0,0.0,0.0
156,7,Left Leg,Left Hip,7,0.1310217268983251,0.0020065246499143185,-0.005897402763366699
157,7,Left Leg,Left Knee,9,0.07983936744130911,-0.18015827663475648,-0.4048066437244416
158,7,Left Leg,Left Ankle,11,0.02663508432306111,-0.25019176729256287,-0.84911847114563
159,7,Right Leg,Mid Hip,-,0.0,0.0,0.0
160,7,Right Leg,Right Hip,8,-0.1310150734861963,-0.0019998043426311817,0.005843222141265869
161,7,Right Leg,Right Knee,10,-0.10267468912206819,0.03696171514457092,-0.4298458993434906
162,7,Right Leg,Right Ankle,12,-0.1146271489342325,0.2659244345850311,-0.8150238394737244
163,7,Body,Mid Hip,14,0.0,0.0,0.0
164,7,Body,Waist,-,-0.02429749069415259,0.05235127679770812,0.22711414098739624
165,7,Body,Mid Shoulder,13,0.02241095343924821,0.09568939678138122,0.47462958097457886
